"Transaction ID","Posting Date","Effective Date","Transaction Type","Amount","Check Number","Reference Number","Description","Transaction Category","Type","Balance","Memo","Extended Description"
"20200226 64148 1,303 282,166","2/26/2020","2/26/2020","Debit","-13.03000","","15680380","Withdrawal Debit ARAMARK CHICK FIL A CINCINNATI OH Date 02/25/20 43685 5814 Card 15 #1501","","Card","4371.18000","","Withdrawal Debit ARAMARK CHICK FIL A CINCINNATI OH Date 02/25/20 43685 5814 Card 15 #1501"
"20200225 64148 4,000 277,869","2/25/2020","2/25/2020","Debit","-40.00000","","15680379","Withdrawal Debit ORTHOCINCY EDGEWOOD KY Date 02/24/20 43687 8011 Card 15 #1501","","Card","4384.21000","","Withdrawal Debit ORTHOCINCY EDGEWOOD KY Date 02/24/20 43687 8011 Card 15 #1501"
"20200224 64148 2,013 466,207","2/24/2020","2/24/2020","Credit","20.13000","","15680378","#419132 AMAZON.COM REFUNDAMAZON.COM SEATTLE WA Card 15 #1501","","POS","4424.21000","","#419132 AMAZON.COM REFUNDAMAZON.COM SEATTLE WA Card 15 #1501"
"20200224 64148 6,359 430,328","2/24/2020","2/24/2020","Debit","-63.59000","","15680377","Withdrawal Debit NINTENDO *AMERICAUS 800-255-3700 WA Date 02/24/20 43285 5816 Card 15 #1501","","Card","4404.08000","","Withdrawal Debit NINTENDO *AMERICAUS 800-255-3700 WA Date 02/24/20 43285 5816 Card 15 #1501"
"20200221 64148 2,899 305,852","2/21/2020","2/21/2020","Debit","-28.99000","","15680376","PAYPAL TYPE: INST XFER  ID: PAYPALSI77 DATA: INSTANT TRANSFER  CO: PAYPAL ACH ECC WEB ACH Trace 333","Transfer","ACH","4467.67000","","PAYPAL TYPE: INST XFER  ID: PAYPALSI77 DATA: INSTANT TRANSFER  CO: PAYPAL ACH ECC WEB ACH Trace 333"
"20200219 64148 6,734 252,827","2/19/2020","2/18/2020","Debit","-67.34000","","15680375","#464416 AMAZON.COM*YE6EO9363 SEATTLE WA Card 15 #1501","","Bill Pay","4496.66000","","#464416 AMAZON.COM*YE6EO9363 SEATTLE WA Card 15 #1501"
"20200218 64148 100,942 319,610","2/18/2020","2/18/2020","Debit","-1009.42000","","15680374","NAVI  ED SERV PP TYPE: STUDNTLOAN  ID: 1101 DATA: ACH TRANSACTION CO: NAVI  ED SERV PP ACH ECC PPD ACH Trace 484","","ACH","4564.00000","","NAVI  ED SERV PP TYPE: STUDNTLOAN  ID: 1101 DATA: ACH TRANSACTION CO: NAVI  ED SERV PP ACH ECC PPD ACH Trace 484"
"20200218 64148 2,490 319,603","2/18/2020","2/18/2020","Debit","-24.90000","","15680373","JOOPZY CO: JOOPZY TYPE: IAT PAYPAL  ID: 770510487C DATA: FF3               US ACH ECC IAT ACH Trace 563","Shopping","ACH","5573.42000","","JOOPZY CO: JOOPZY TYPE: IAT PAYPAL  ID: 770510487C DATA: FF3               US ACH ECC IAT ACH Trace 563"
"20200218 64148 4,000 282,494","2/18/2020","2/18/2020","Debit","-40.00000","","15680372","Withdrawal Debit ORTHOCINCY EDGEWOOD KY Date 02/17/20 43685 8011 Card 15 #1501","","Card","5598.32000","","Withdrawal Debit ORTHOCINCY EDGEWOOD KY Date 02/17/20 43685 8011 Card 15 #1501"
"20200217 64148 1,059 311,225","2/17/2020","2/17/2020","Debit","-10.59000","","15680371","Recurring Withdr Spotify USA New York NY Date 02/17/20 27025 4899 Card 15 #1501","","Card","5638.32000","","Recurring Withdr Spotify USA New York NY Date 02/17/20 27025 4899 Card 15 #1501"
"20200216 64148 10,000 310,303","2/16/2020","2/16/2020","Debit","-100.00000","","15680370","#009538 CINFED CU 15 GEORGE HUSER DR FT WRIGHT KY Card 15 #1501","","ATM","5648.91000","","#009538 CINFED CU 15 GEORGE HUSER DR FT WRIGHT KY Card 15 #1501"
"20200215 64148 2,419 329,439","2/15/2020","2/15/2020","Debit","-24.19000","","15680369","#650851 CVS/PHARM 02715--V Cincinnati OH Card 15 #1501","","POS","5748.91000","","#650851 CVS/PHARM 02715--V Cincinnati OH Card 15 #1501"
"20200214 64148 7,500 426,553","2/14/2020","2/14/2020","Debit","-75.00000","","15680368","#009386 CINFED CU 15 GEORGE HUSER DR FT WRIGHT KY Card 15 #1501","","ATM","5773.10000","","#009386 CINFED CU 15 GEORGE HUSER DR FT WRIGHT KY Card 15 #1501"
"20200213 64148 1,751 442,584","2/13/2020","2/13/2020","Debit","-17.51000","","15680367","#040368 KROGER #4 2150 DIX FORT MITCHELL KY Card 15 #1501","","POS","5848.10000","","#040368 KROGER #4 2150 DIX FORT MITCHELL KY Card 15 #1501"
"20200211 64148 11,053 360,361","2/11/2020","2/11/2020","Debit","-110.53000","","15680366","Withdrawal Debit 2020 CINCINNATI FLYING 5515 MA Date 02/10/20 42950 5734 Card 15 #1501","","Card","5865.61000","","Withdrawal Debit 2020 CINCINNATI FLYING 5515 MA Date 02/10/20 42950 5734 Card 15 #1501"
"20200211 64148 20,793 307,869","2/11/2020","2/11/2020","Debit","-207.93000","","15680365","FEDLOANSERVICING TYPE: STDNT LOAN  ID: 0801 DATA: ACH TRANSACTION CO: FEDLOANSERVICING ACH ECC PPD ACH Trace 723","","ACH","5976.14000","","FEDLOANSERVICING TYPE: STDNT LOAN  ID: 0801 DATA: ACH TRANSACTION CO: FEDLOANSERVICING ACH ECC PPD ACH Trace 723"
"20200211 64148 4,000 286,592","2/11/2020","2/11/2020","Debit","-40.00000","","15680364","Withdrawal Debit ORTHOCINCY EDGEWOOD KY Date 02/10/20 43684 8011 Card 15 #1501","","Card","6184.07000","","Withdrawal Debit ORTHOCINCY EDGEWOOD KY Date 02/10/20 43684 8011 Card 15 #1501"
"20200210 64148 10,000 480,976","2/10/2020","2/10/2020","Debit","-100.00000","","15680544","#009072 CINFED CU 15 GEORGE HUSER DR FT WRIGHT KY Card 15 #1501","","ATM","6224.07000","","#009072 CINFED CU 15 GEORGE HUSER DR FT WRIGHT KY Card 15 #1501"
"20200210 64148 3,300 309,421","2/10/2020","2/10/2020","Debit","-33.00000","","15680543","Withdrawal Debit TST* THE REDMOOR CINCINNATI OH Date 02/09/20 30533 5813 Card 15 #1501","","Card","6324.07000","","Withdrawal Debit TST* THE REDMOOR CINCINNATI OH Date 02/09/20 30533 5813 Card 15 #1501"
"20200207 64148 1,687 375,402","2/7/2020","2/7/2020","Debit","-16.87000","","15680542","#607249 KROGER #3 9950 BER FLORENCE KY Card 15 #1501","","POS","6357.07000","","#607249 KROGER #3 9950 BER FLORENCE KY Card 15 #1501"
"20200206 64148 20,000 443,264","2/6/2020","2/6/2020","Debit","-200.00000","","15680541","#008764 CINFED CU 15 GEORGE HUSER DR FT WRIGHT KY Card 15 #1501","","ATM","6373.94000","","#008764 CINFED CU 15 GEORGE HUSER DR FT WRIGHT KY Card 15 #1501"
"20200204 64148 4,000 347,266","2/4/2020","2/4/2020","Debit","-40.00000","","15680440","Withdrawal Debit ORTHOCINCY EDGEWOOD KY Date 02/03/20 43687 8011 Card 15 #1501","","Card","6573.94000","","Withdrawal Debit ORTHOCINCY EDGEWOOD KY Date 02/03/20 43687 8011 Card 15 #1501"
"20200203 64148 11,500 452,384","2/3/2020","2/3/2020","Debit","-115.00000","","15680439","Withdrawal TCode01 CD        115.00","","Other","6613.94000","","Withdrawal TCode01 CD        115.00"
"20200203 64148 2,000 440,707","2/3/2020","2/3/2020","Debit","-20.00000","","15680438","Withdrawal Debit MURPHYS PUB - CINCINNA CINCINNATI OH Date 02/01/20 31467 5812 Card 15 #1501","","Card","6728.94000","","Withdrawal Debit MURPHYS PUB - CINCINNA CINCINNATI OH Date 02/01/20 31467 5812 Card 15 #1501"
"20200201 64148 2,225 414,892","2/1/2020","2/1/2020","Debit","-22.25000","","15680437","#243267 AMAZON.COM*NK6CB79V3 SEATTLE WA Card 15 #1501","","Bill Pay","6748.94000","","#243267 AMAZON.COM*NK6CB79V3 SEATTLE WA Card 15 #1501"
"20200131 64148 11,500 440,379","1/31/2020","1/31/2020","Debit","-115.00000","","15680436","#008402 CINFED CU 15 GEORGE HUSER DR FT WRIGHT KY Card 15 #1501","","ATM","6771.19000","","#008402 CINFED CU 15 GEORGE HUSER DR FT WRIGHT KY Card 15 #1501"
"20200131 64148 1,312 295,219","1/31/2020","1/31/2020","Debit","-13.12000","","15680435","Withdrawal Debit CICIS PIZZA FLORENCE KY Date 01/30/20 24783 5812 Card 15 #1501","","Card","6886.19000","","Withdrawal Debit CICIS PIZZA FLORENCE KY Date 01/30/20 24783 5812 Card 15 #1501"
"20200128 64148 1,059 423,218","1/28/2020","1/28/2020","Debit","-10.59000","","15680434","#572925 KROGER #423 130 PAVILION PKWY. NEWPORT KY Card 15 #1501","","POS","6899.31000","","#572925 KROGER #423 130 PAVILION PKWY. NEWPORT KY Card 15 #1501"
"20200128 64148 3,597 422,743","1/28/2020","1/28/2020","Debit","-35.97000","","15680433","#345909 KROGER #4 130 PAVI NEWPORT KY Card 15 #1501","","POS","6909.90000","","#345909 KROGER #4 130 PAVI NEWPORT KY Card 15 #1501"
"20200128 64148 3,000 421,406","1/28/2020","1/28/2020","Debit","-30.00000","","15680432","#901230 KROGER FU 130 PAVI NEWPORT KY Card 15 #1501","","POS","6945.87000","","#901230 KROGER FU 130 PAVI NEWPORT KY Card 15 #1501"
"20200128 64148 4,000 288,678","1/28/2020","1/28/2020","Debit","-40.00000","","15680431","Withdrawal Debit ORTHOCINCY EDGEWOOD KY Date 01/27/20 43680 8011 Card 15 #1501","","Card","6975.87000","","Withdrawal Debit ORTHOCINCY EDGEWOOD KY Date 01/27/20 43680 8011 Card 15 #1501"
"20200127 64148 4,500 249,539","1/27/2020","1/27/2020","Debit","-45.00000","","15680430","Withdrawal Debit RAFFERTY S #58 - FLORE FLORENCE KY Date 01/25/20 36943 5812 Card 15 #1501","","Card","7015.87000","","Withdrawal Debit RAFFERTY S #58 - FLORE FLORENCE KY Date 01/25/20 36943 5812 Card 15 #1501"
"20200126 64148 5,998 263,224","1/26/2020","1/26/2020","Debit","-59.98000","","15680429","#647778 KROGER #9 70 MARTH COLD SPRING KY Card 15 #1501","","POS","7060.87000","","#647778 KROGER #9 70 MARTH COLD SPRING KY Card 15 #1501"
"20200125 64148 1,923 326,793","1/25/2020","1/25/2020","Debit","-19.23000","","15680428","#761677 KROGER #9 70 MARTH COLD SPRING KY Card 15 #1501","","POS","7120.85000","","#761677 KROGER #9 70 MARTH COLD SPRING KY Card 15 #1501"
"20200125 64148 5,500 279,875","1/25/2020","1/25/2020","Debit","-55.00000","","15680427","Withdrawal Debit LOS POTRILLOS CINCINNATI OH Date 01/24/20 41737 5812 Card 15 #1501","","Card","7140.08000","","Withdrawal Debit LOS POTRILLOS CINCINNATI OH Date 01/24/20 41737 5812 Card 15 #1501"
"20200121 64148 4,264 374,611","1/21/2020","1/21/2020","Debit","-42.64000","","15680426","#080357 MICHAELS STORES 7811 4999 HOUSTON RD., FLORENCE KY Card 15 #1501","","POS","7195.08000","","#080357 MICHAELS STORES 7811 4999 HOUSTON RD., FLORENCE KY Card 15 #1501"
"20200120 64148 2,600 259,769","1/20/2020","1/20/2020","Debit","-26.00000","","15680425","Withdrawal Debit COCK & BULL CINCINNATI OH Date 01/19/20 24785 5812 Card 15 #1501","","Card","7237.72000","","Withdrawal Debit COCK & BULL CINCINNATI OH Date 01/19/20 24785 5812 Card 15 #1501"
"20200117 64148 4,877 410,105","1/17/2020","1/17/2020","Debit","-48.77000","","15680424","#919259 KROGER #4 7685 MAL FLORENCE KY Card 15 #1501","","POS","7263.72000","","#919259 KROGER #4 7685 MAL FLORENCE KY Card 15 #1501"
"20200117 64148 1,059 255,765","1/17/2020","1/17/2020","Debit","-10.59000","","15680423","Recurring Withdr Spotify USA New York NY Date 01/17/20 27023 4899 Card 15 #1501","","Card","7312.49000","","Recurring Withdr Spotify USA New York NY Date 01/17/20 27023 4899 Card 15 #1501"
"20200115 64148 100,942 303,157","1/15/2020","1/15/2020","Debit","-1009.42000","","15680422","NAVI  ED SERV PP TYPE: STUDNTLOAN  ID: 1101 DATA: ACH TRANSACTION CO: NAVI  ED SERV PP ACH ECC PPD ACH Trace 380","","ACH","7323.08000","","NAVI  ED SERV PP TYPE: STUDNTLOAN  ID: 1101 DATA: ACH TRANSACTION CO: NAVI  ED SERV PP ACH ECC PPD ACH Trace 380"
"20200115 64148 3,500 279,060","1/15/2020","1/15/2020","Debit","-35.00000","","15680421","Withdrawal Debit BLUE GOOSE SPORTS CAFE CINCINNATI OH Date 01/14/20 46315 5812 Card 15 #1501","Food & Dining","Card","8332.50000","","Withdrawal Debit BLUE GOOSE SPORTS CAFE CINCINNATI OH Date 01/14/20 46315 5812 Card 15 #1501"
"20200113 64148 1,600 495,525","1/13/2020","1/13/2020","Debit","-16.00000","","15680420","Withdrawal Debit BOGART'S CINCINNATI OH Date 01/11/20 54183 7922 Card 15 #1501","","Card","8367.50000","","Withdrawal Debit BOGART'S CINCINNATI OH Date 01/11/20 54183 7922 Card 15 #1501"
"20200113 64148 20,793 353,044","1/13/2020","1/13/2020","Debit","-207.93000","","15680419","FEDLOANSERVICING TYPE: STDNT LOAN  ID: 0801 DATA: ACH TRANSACTION CO: FEDLOANSERVICING ACH ECC PPD ACH Trace 742","","ACH","8383.50000","","FEDLOANSERVICING TYPE: STDNT LOAN  ID: 0801 DATA: ACH TRANSACTION CO: FEDLOANSERVICING ACH ECC PPD ACH Trace 742"
"20200109 64148 2,404 373,702","1/9/2020","1/9/2020","Debit","-24.04000","","15680418","#612519 CVS/PHARM 02715--V Cincinnati OH Card 15 #1501","","POS","8591.43000","","#612519 CVS/PHARM 02715--V Cincinnati OH Card 15 #1501"
"20200108 64148 7,128 271,855","1/8/2020","1/8/2020","Debit","-71.28000","","15680417","Withdrawal Debit EIG*BLUEHOST.COM 888-4014678 UT Date 01/07/20 41825 5968 Card 15 #1501","","Card","8615.47000","","Withdrawal Debit EIG*BLUEHOST.COM 888-4014678 UT Date 01/07/20 41825 5968 Card 15 #1501"
"20200107 64148 4,500 416,724","1/7/2020","1/7/2020","Debit","-45.00000","","15680416","#006714 CINFED CU 15 GEORGE HUSER DR FT WRIGHT KY Card 15 #1501","","ATM","8686.75000","","#006714 CINFED CU 15 GEORGE HUSER DR FT WRIGHT KY Card 15 #1501"
"20200106 64148 500 494,472","1/6/2020","1/6/2020","Credit","5.00000","","15680415","Credit Voucher Mastercard Cash Reward Rebate MO Date 01/06/20 1      8599     0 6555 Card 15 #1501","Shopping","Card","8731.75000","","Credit Voucher Mastercard Cash Reward Rebate MO Date 01/06/20 1      8599     0 6555 Card 15 #1501"
"20200106 64148 1,430 469,342","1/6/2020","1/6/2020","Debit","-14.30000","","15680414","#982821 REMKE TURKEYFOOT 3960 TURKEYFOOT RD ERLANGER KY Card 15 #1501","","POS","8726.75000","","#982821 REMKE TURKEYFOOT 3960 TURKEYFOOT RD ERLANGER KY Card 15 #1501"
"20200106 64148 1,000 305,487","1/6/2020","1/6/2020","Debit","-10.00000","","15680413","Withdrawal Debit GO BANANAS COMEDY C MONTGOMERY OH Date 01/02/20 12146 5813 Card 15 #1501","","Card","8741.05000","","Withdrawal Debit GO BANANAS COMEDY C MONTGOMERY OH Date 01/02/20 12146 5813 Card 15 #1501"
"20200103 64148 3,105 184,370","1/3/2020","1/2/2020","Debit","-31.05000","","15680412","#463674 KROGER #4 7685 MAL FLORENCE KY Card 15 #1501","","POS","8751.05000","","#463674 KROGER #4 7685 MAL FLORENCE KY Card 15 #1501"
"20200102 64148 2,000 442,586","1/2/2020","1/2/2020","Debit","-20.00000","","15680411","#000540 JOSABANK CLOTHIERS 563 2804 TOWN CENTER B CRESTVIEW HIL KY Card 15 #1501","","POS","8782.10000","","#000540 JOSABANK CLOTHIERS 563 2804 TOWN CENTER B CRESTVIEW HIL KY Card 15 #1501"
"20200102 64148 11,000 438,235","1/2/2020","1/2/2020","Debit","-110.00000","","15680410","#001722 CINFED CU 7170 TURFWAY RD FLORENCE KY Card 15 #1501","","ATM","8802.10000","","#001722 CINFED CU 7170 TURFWAY RD FLORENCE KY Card 15 #1501"
"20200101 64148 1,877 536,131","1/1/2020","1/1/2020","Debit","-18.77000","","15680409","Withdrawal Debit BRUEGGERS #3851 CINCINNATI OH Date 12/31/19 43687 5814 Card 15 #1501","","Card","8912.10000","","Withdrawal Debit BRUEGGERS #3851 CINCINNATI OH Date 12/31/19 43687 5814 Card 15 #1501"
"20191231 64148 998 435,438","12/31/2019","12/31/2019","Debit","-9.98000","","15680408","#819685 KROGER #901 3158 DIXIE HWY. ERLANGER KY Card 15 #1501","","POS","8930.87000","","#819685 KROGER #901 3158 DIXIE HWY. ERLANGER KY Card 15 #1501"
"20191231 64148 5,359 430,004","12/31/2019","12/31/2019","Debit","-53.59000","","15680407","#710856 THE PARTY SOURCE, INC. 95 RIVIERA DRIVE BELLEVUE KY Card 15 #1501","","POS","8940.85000","","#710856 THE PARTY SOURCE, INC. 95 RIVIERA DRIVE BELLEVUE KY Card 15 #1501"
"20191228 64148 2,133 340,519","12/28/2019","12/28/2019","Debit","-21.33000","","15680406","#447184 JUNGLE JIM'S EASTGATE LL 4450 EASTGATE SOUT CINCINNATI OH Card 15 #1501","","POS","8994.44000","","#447184 JUNGLE JIM'S EASTGATE LL 4450 EASTGATE SOUT CINCINNATI OH Card 15 #1501"
"20191228 64148 3,074 311,343","12/28/2019","12/28/2019","Debit","-30.74000","","15680405","#763289 KROGER #9 3158 DIX ERLANGER KY Card 15 #1501","","POS","9015.77000","","#763289 KROGER #9 3158 DIX ERLANGER KY Card 15 #1501"
"20191223 64148 530 406,243","12/23/2019","12/23/2019","Debit","-5.30000","","15680404","#655245 USPS KIOSK 20283 7101 TURFWAY RD FLORENCE KY Card 15 #1501","","POS","9046.51000","","#655245 USPS KIOSK 20283 7101 TURFWAY RD FLORENCE KY Card 15 #1501"
"20191222 64148 1,463 314,233","12/22/2019","12/22/2019","Debit","-14.63000","","15680585","Withdrawal Debit SQU*SQ *GOODFELLAS MAI Covington KY Date 12/21/19 43285 5814 Card 15 #1501","","Card","9051.81000","","Withdrawal Debit SQU*SQ *GOODFELLAS MAI Covington KY Date 12/21/19 43285 5814 Card 15 #1501"
"20191222 64148 3,800 314,228","12/22/2019","12/22/2019","Debit","-38.00000","","15680584","Withdrawal Debit SQU*SQ *GOODFELLAS MAI Covington KY Date 12/21/19 43285 5814 Card 15 #1501","","Card","9066.44000","","Withdrawal Debit SQU*SQ *GOODFELLAS MAI Covington KY Date 12/21/19 43285 5814 Card 15 #1501"
"20191221 64148 581 338,640","12/21/2019","12/21/2019","Debit","-5.81000","","15680583","#499113 UNITED DAIRY FAR BELLEVUE KY Card 15 #1501","","POS","9104.44000","","#499113 UNITED DAIRY FAR BELLEVUE KY Card 15 #1501"
"20191220 64148 3,179 268,670","12/20/2019","12/20/2019","Debit","-31.79000","","15680582","Withdrawal Debit RALLY HOUSE 800-6455409 KS Date 12/19/19 41823 5699 Card 15 #1501","","Card","9110.25000","","Withdrawal Debit RALLY HOUSE 800-6455409 KS Date 12/19/19 41823 5699 Card 15 #1501"
"20191219 64148 12,294 439,114","12/19/2019","12/19/2019","Debit","-122.94000","","15680581","#194744 AMAZON.COM*1P5G42LW3 SEATTLE WA Card 15 #1501","","Bill Pay","9142.04000","","#194744 AMAZON.COM*1P5G42LW3 SEATTLE WA Card 15 #1501"
"20191219 64148 25,439 434,521","12/19/2019","12/19/2019","Debit","-254.39000","","15680580","#181499 AMAZON.COM*O15690P23 SEATTLE WA Card 15 #1501","","Bill Pay","9264.98000","","#181499 AMAZON.COM*O15690P23 SEATTLE WA Card 15 #1501"
"20191219 64148 3,087 406,137","12/19/2019","12/19/2019","Debit","-30.87000","","15680579","#150444 KROGER #9 3158 DIX ERLANGER KY Card 15 #1501","","POS","9519.37000","","#150444 KROGER #9 3158 DIX ERLANGER KY Card 15 #1501"
"20191218 64148 81,973 288,438","12/18/2019","12/18/2019","Credit","819.73000","","15680578","TATA CONSULTANCY TYPE: CORP PMT  ID: 9806 CO: TATA CONSULTANCY ACH ECC PPD ACH Trace 449","","ACH","9550.24000","","TATA CONSULTANCY TYPE: CORP PMT  ID: 9806 CO: TATA CONSULTANCY ACH ECC PPD ACH Trace 449"
"20191218 64148 588 261,870","12/18/2019","12/18/2019","Debit","-5.88000","","15680577","Withdrawal Debit PANERA BREAD #204900 P CINCINNATI OH Date 12/17/19 43280 5814 Card 15 #1501","Food & Dining","Card","8730.51000","","Withdrawal Debit PANERA BREAD #204900 P CINCINNATI OH Date 12/17/19 43280 5814 Card 15 #1501"
"20191217 64148 2,142 354,089","12/17/2019","12/17/2019","Debit","-21.42000","","15680576","#432689 KROGER #4 824 MAIN MILFORD OH Card 15 #1501","","POS","8736.39000","","#432689 KROGER #4 824 MAIN MILFORD OH Card 15 #1501"
"20191217 64148 1,059 251,027","12/17/2019","12/17/2019","Debit","-10.59000","","15680575","Recurring Withdr Spotify USA New York NY Date 12/17/19 27026 4899 Card 15 #1501","","Card","8757.81000","","Recurring Withdr Spotify USA New York NY Date 12/17/19 27026 4899 Card 15 #1501"
"20191216 64148 100,942 361,518","12/16/2019","12/16/2019","Debit","-1009.42000","","15680574","NAVI  ED SERV PP TYPE: STUDNTLOAN  ID: 1101 DATA: ACH TRANSACTION CO: NAVI  ED SERV PP ACH ECC PPD ACH Trace 659","","ACH","8768.40000","","NAVI  ED SERV PP TYPE: STUDNTLOAN  ID: 1101 DATA: ACH TRANSACTION CO: NAVI  ED SERV PP ACH ECC PPD ACH Trace 659"
"20191216 64148 3,001 295,722","12/16/2019","12/16/2019","Debit","-30.01000","","15680573","Withdrawal Debit BP#9539438HOPPLE STQPS CINCINNATI OH Date 12/14/19 31654 5542 Card 15 #1501","","Card","9777.82000","","Withdrawal Debit BP#9539438HOPPLE STQPS CINCINNATI OH Date 12/14/19 31654 5542 Card 15 #1501"
"20191214 64148 2,278 337,690","12/14/2019","12/14/2019","Debit","-22.78000","","15680572","#042948 KROGER #9 1 WEST C CINCINNATI OH Card 15 #1501","","POS","9807.83000","","#042948 KROGER #9 1 WEST C CINCINNATI OH Card 15 #1501"
"20191213 64148 3,602 400,532","12/13/2019","12/13/2019","Debit","-36.02000","","15680571","#161537 KROGER #4 130 PAVI NEWPORT KY Card 15 #1501","","POS","9830.61000","","#161537 KROGER #4 130 PAVI NEWPORT KY Card 15 #1501"
"20191213 64148 3,631 399,671","12/13/2019","12/13/2019","Debit","-36.31000","","15680570","#104551 KROGER #4 130 PAVI NEWPORT KY Card 15 #1501","","POS","9866.63000","","#104551 KROGER #4 130 PAVI NEWPORT KY Card 15 #1501"
"20191212 64148 427 371,482","12/12/2019","12/12/2019","Debit","-4.27000","","15680569","Withdrawal Debit WENDY'S #9311 317-275-6900 OH Date 12/11/19 43685 5814 Card 15 #1501","","Card","9902.94000","","Withdrawal Debit WENDY'S #9311 317-275-6900 OH Date 12/11/19 43685 5814 Card 15 #1501"
"20191212 64148 4,500 362,755","12/12/2019","12/12/2019","Debit","-45.00000","","15680568","Withdrawal Debit DRUNKEN TACOS CINCINNATI OH Date 12/11/19 50087 5812 Card 15 #1501","","Card","9907.21000","","Withdrawal Debit DRUNKEN TACOS CINCINNATI OH Date 12/11/19 50087 5812 Card 15 #1501"
"20191212 64148 165,945 297,339","12/12/2019","12/12/2019","Credit","1659.45000","","15680567","TATA TYPE: DIRECT DEP  ID: 1103  CO: TATA DATA: 5906        73 ACH ECC PPD ACH Trace 712","","ACH","9952.21000","","TATA TYPE: DIRECT DEP  ID: 1103  CO: TATA DATA: 5906        73 ACH ECC PPD ACH Trace 712"
"20191211 64148 978 351,369","12/11/2019","12/11/2019","Debit","-9.78000","","15680566","#087965 KROGER #411 824 MAIN ST. MILFORD OH Card 15 #1501","","POS","8292.76000","","#087965 KROGER #411 824 MAIN ST. MILFORD OH Card 15 #1501"
"20191211 64148 20,793 284,867","12/11/2019","12/11/2019","Debit","-207.93000","","15680565","FEDLOANSERVICING TYPE: STDNT LOAN  ID: 0801 DATA: ACH TRANSACTION CO: FEDLOANSERVICING ACH ECC PPD ACH Trace 263","","ACH","8302.54000","","FEDLOANSERVICING TYPE: STDNT LOAN  ID: 0801 DATA: ACH TRANSACTION CO: FEDLOANSERVICING ACH ECC PPD ACH Trace 263"
"20191210 64148 7,415 253,058","12/10/2019","12/7/2019","Debit","-74.15000","","15680564","#036274 AMAZON.COM*H06L88GX3 SEATTLE WA Card 15 #1501","","POS","8510.47000","","#036274 AMAZON.COM*H06L88GX3 SEATTLE WA Card 15 #1501"
"20191209 64148 2,296 424,940","12/9/2019","12/9/2019","Debit","-22.96000","","15680563","#805631 KROGER #4 824 MAIN MILFORD OH Card 15 #1501","","POS","8584.62000","","#805631 KROGER #4 824 MAIN MILFORD OH Card 15 #1501"
"20191209 64148 1,233 343,360","12/9/2019","12/9/2019","Debit","-12.33000","","15680562","VENMO TYPE: PAYMENT  ID: 1992  CO: VENMO ACH ECC WEB ACH Trace 758","","ACH","8607.58000","","VENMO TYPE: PAYMENT  ID: 1992  CO: VENMO ACH ECC WEB ACH Trace 758"
"20191209 64148 10,918 269,133","12/9/2019","12/8/2019","Debit","-109.18000","","15680561","#962986 AMAZON.COM*U55SC7SW3 SEATTLE WA Card 15 #1501","","Bill Pay","8619.91000","","#962986 AMAZON.COM*U55SC7SW3 SEATTLE WA Card 15 #1501"
"20191208 64148 5,299 244,291","12/8/2019","12/7/2019","Debit","-52.99000","","15680560","#917570 AMAZON.COM*HA2G36F93 SEATTLE WA Card 15 #1501","","Bill Pay","8729.09000","","#917570 AMAZON.COM*HA2G36F93 SEATTLE WA Card 15 #1501"
"20191207 64148 2,474 357,949","12/7/2019","12/7/2019","Debit","-24.74000","","15680559","#032650 KROGER #9 1 WEST C CINCINNATI OH Card 15 #1501","","POS","8782.08000","","#032650 KROGER #9 1 WEST C CINCINNATI OH Card 15 #1501"
"20191207 64148 8,762 347,061","12/7/2019","12/7/2019","Debit","-87.62000","","15680558","#890976 AMAZON.COM*KD1YY1VD3 SEATTLE WA Card 15 #1501","","Bill Pay","8806.82000","","#890976 AMAZON.COM*KD1YY1VD3 SEATTLE WA Card 15 #1501"
"20191207 64148 741 270,762","12/7/2019","12/7/2019","Debit","-7.41000","","15680557","Withdrawal Debit PANERA BREAD #204754 P COLUMBUS OH Date 12/06/19 43286 5814 Card 15 #1501","Food & Dining","Card","8894.44000","","Withdrawal Debit PANERA BREAD #204754 P COLUMBUS OH Date 12/06/19 43286 5814 Card 15 #1501"
"20191206 64148 3,500 364,752","12/6/2019","12/6/2019","Debit","-35.00000","","15680556","#655671 CIRCLE K 05266 304 GROVE CITY OH Card 15 #1501","","POS","8901.85000","","#655671 CIRCLE K 05266 304 GROVE CITY OH Card 15 #1501"
"20191205 64148 3,528 434,526","12/5/2019","12/5/2019","Debit","-35.28000","","15680555","#226663 KROGER #9 1 WEST C CINCINNATI OH Card 15 #1501","","POS","8936.85000","","#226663 KROGER #9 1 WEST C CINCINNATI OH Card 15 #1501"
"20191205 64148 32,000 408,469","12/5/2019","12/5/2019","Credit","320.00000","","15680554","Deposit by Check Check Received 320.00","","Check","8972.13000","","Deposit by Check Check Received 320.00"
"20191204 64148 2,863 403,611","12/4/2019","12/4/2019","Debit","-28.63000","","15680553","#006629 KROGER #4 824 MAIN MILFORD OH Card 15 #1501","","POS","8652.13000","","#006629 KROGER #4 824 MAIN MILFORD OH Card 15 #1501"
"20191130 64148 7,488 344,879","11/30/2019","11/30/2019","Debit","-74.88000","","15680552","#136943 GAMESTOP #5845 224 CALHOUN ST SPC CINCINNATI OH Card 15 #1501","","POS","8680.76000","","#136943 GAMESTOP #5845 224 CALHOUN ST SPC CINCINNATI OH Card 15 #1501"
